curr_id,contract,sex,car,income,credit,income_type,education,family_status,house,start_day,organization
100798,Cash loans,M,N,81000,454500,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 2
100799,Cash loans,F,Y,103500,886090.5,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Medicine
100800,Cash loans,F,N,126000,698517,Pensioner,Lower secondary,Widow,House / apartment,FRIDAY,XNA
100801,Cash loans,F,N,112500,223884,Working,Secondary / secondary special,Single / not married,With parents,THURSDAY,Services
100802,Cash loans,F,N,76500,499261.5,Working,Secondary / secondary special,Widow,House / apartment,MONDAY,Self-employed
100803,Cash loans,F,N,135000,679500,Commercial associate,Higher education,Civil marriage,House / apartment,FRIDAY,Trade: type 7
100804,Cash loans,F,N,157500,407727,Commercial associate,Incomplete higher,Married,House / apartment,SATURDAY,Trade: type 1
100805,Cash loans,M,Y,270000,1098000,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100806,Cash loans,F,N,247500,654498,State servant,Higher education,Married,House / apartment,FRIDAY,Police
100807,Cash loans,M,Y,180000,675000,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
100808,Cash loans,F,N,135000,640080,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
100809,Cash loans,F,N,112500,95940,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Self-employed
100810,Revolving loans,M,Y,540000,900000,Commercial associate,Higher education,Married,House / apartment,MONDAY,Self-employed
100811,Cash loans,M,N,180000,1649646,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100812,Cash loans,F,N,270000,274779,Commercial associate,Higher education,Separated,Municipal apartment,FRIDAY,Industry: type 9
100813,Cash loans,F,N,135000,635962.5,Working,Secondary / secondary special,Widow,Municipal apartment,FRIDAY,Transport: type 4
100814,Cash loans,F,N,126000,942300,State servant,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Police
100815,Cash loans,M,Y,112500,225000,Pensioner,Higher education,Married,House / apartment,THURSDAY,XNA
100816,Cash loans,F,N,157500,88884,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
100817,Cash loans,F,N,67500,364032,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Business Entity Type 3
100818,Cash loans,M,N,225000,900000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
100819,Cash loans,F,N,279000,1520253,Pensioner,Secondary / secondary special,Married,Municipal apartment,SUNDAY,XNA
100820,Cash loans,M,N,157500,808650,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Self-employed
100821,Cash loans,F,N,180000,1468719,Working,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Business Entity Type 3
100822,Cash loans,M,N,225000,616923,Commercial associate,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3
100824,Revolving loans,F,N,112500,270000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
100825,Cash loans,F,N,225000,500211,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
100827,Cash loans,F,N,117000,225000,Working,Higher education,Single / not married,House / apartment,FRIDAY,Agriculture
100828,Cash loans,F,N,153000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
100829,Cash loans,F,N,90000,253737,Pensioner,Secondary / secondary special,Married,House / apartment,WEDNESDAY,XNA
100831,Cash loans,F,Y,67500,497520,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Industry: type 9
100832,Cash loans,F,N,90000,131922,Commercial associate,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten
100833,Cash loans,F,N,121500,723996,Working,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Medicine
100834,Cash loans,M,N,202500,485640,Working,Incomplete higher,Married,Rented apartment,MONDAY,Transport: type 4
100835,Cash loans,M,Y,337500,267102,Commercial associate,Higher education,Single / not married,Co-op apartment,SUNDAY,Construction
100837,Revolving loans,F,N,45000,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Kindergarten
100838,Cash loans,F,N,81000,229500,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Government
100839,Cash loans,M,N,180000,824823,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Business Entity Type 3
100840,Cash loans,M,Y,135000,450000,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 2
100841,Cash loans,F,N,225000,835380,Working,Higher education,Civil marriage,House / apartment,THURSDAY,Self-employed
100842,Cash loans,M,Y,247500,1087474.5,Working,Secondary / secondary special,Married,Office apartment,SATURDAY,Military
100843,Cash loans,F,N,117000,1078200,State servant,Secondary / secondary special,Married,Municipal apartment,MONDAY,Kindergarten
100844,Cash loans,M,N,180000,942300,Commercial associate,Secondary / secondary special,Separated,House / apartment,TUESDAY,Electricity
100845,Cash loans,M,N,67500,439074,Working,Secondary / secondary special,Separated,House / apartment,FRIDAY,Transport: type 4
100846,Cash loans,F,N,58500,888840,Pensioner,Secondary / secondary special,Widow,House / apartment,THURSDAY,XNA
100847,Cash loans,M,Y,112500,90000,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 3
100848,Cash loans,M,Y,157500,531706.5,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 2
100849,Cash loans,F,N,225000,755190,State servant,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Medicine
100850,Cash loans,M,N,342000,585000,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
100851,Revolving loans,M,Y,67500,180000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
100852,Cash loans,M,Y,157500,1190340,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
100853,Cash loans,F,N,117000,276277.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Kindergarten
100854,Cash loans,M,N,202500,485640,Working,Secondary / secondary special,Civil marriage,Municipal apartment,SUNDAY,Self-employed
100855,Cash loans,M,Y,270000,770292,Working,Higher education,Married,House / apartment,MONDAY,Self-employed
100856,Cash loans,F,N,112500,364896,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Other
100857,Cash loans,F,N,49500,153504,Pensioner,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,XNA
100858,Cash loans,M,Y,270000,1467612,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
100859,Cash loans,F,N,270000,1225224,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
100860,Cash loans,M,N,180000,711747,Working,Secondary / secondary special,Married,Rented apartment,FRIDAY,Self-employed
100861,Cash loans,M,N,306000,2085120,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Other
100862,Cash loans,M,Y,180000,957033,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
100863,Cash loans,F,N,135000,253737,Pensioner,Secondary / secondary special,Widow,House / apartment,THURSDAY,XNA
100864,Cash loans,F,N,135000,573628.5,Commercial associate,Incomplete higher,Single / not married,House / apartment,WEDNESDAY,Self-employed
100865,Cash loans,F,Y,112500,573628.5,State servant,Higher education,Married,House / apartment,TUESDAY,Kindergarten
100866,Cash loans,F,N,225000,398016,Working,Higher education,Separated,House / apartment,TUESDAY,Agriculture
100867,Cash loans,F,Y,180000,239850,Pensioner,Higher education,Widow,House / apartment,THURSDAY,XNA
100868,Cash loans,F,N,112500,450000,Commercial associate,Secondary / secondary special,Separated,House / apartment,THURSDAY,Business Entity Type 3
100869,Cash loans,F,N,90000,242950.5,Working,Secondary / secondary special,Separated,House / apartment,MONDAY,Business Entity Type 3
100870,Cash loans,F,N,90000,203760,State servant,Secondary / secondary special,Married,House / apartment,FRIDAY,Postal
100871,Cash loans,M,N,90288,405000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Trade: type 3
100873,Cash loans,F,N,360000,1030500,Commercial associate,Higher education,Single / not married,House / apartment,FRIDAY,Business Entity Type 3
100874,Cash loans,F,N,225000,582768,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Electricity
100875,Cash loans,F,N,126000,260640,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Industry: type 5
100876,Cash loans,F,Y,139500,317178,Working,Higher education,Married,House / apartment,THURSDAY,Industry: type 11
100877,Cash loans,F,N,90000,238896,Working,Secondary / secondary special,Widow,House / apartment,FRIDAY,Industry: type 3
100878,Cash loans,F,N,247500,835380,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Self-employed
100879,Cash loans,F,Y,450000,1323000,Working,Higher education,Married,House / apartment,TUESDAY,Trade: type 7
100880,Cash loans,F,N,67500,143910,Pensioner,Lower secondary,Married,House / apartment,MONDAY,XNA
100881,Revolving loans,M,N,243000,180000,State servant,Secondary / secondary special,Single / not married,With parents,TUESDAY,Other
100882,Cash loans,F,N,213750,765000,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Business Entity Type 3
100883,Cash loans,F,Y,112500,117162,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
100884,Cash loans,F,N,157500,327024,Working,Secondary / secondary special,Separated,House / apartment,WEDNESDAY,Medicine
100885,Cash loans,F,N,157500,557770.5,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3
100886,Cash loans,F,Y,315000,697500,State servant,Higher education,Single / not married,House / apartment,TUESDAY,Other
100887,Cash loans,F,N,67500,157914,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
100888,Cash loans,F,Y,135000,900000,Commercial associate,Secondary / secondary special,Married,House / apartment,MONDAY,Industry: type 10
100889,Revolving loans,F,Y,450000,855000,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Self-employed
100890,Cash loans,F,N,157500,553806,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Medicine
100891,Cash loans,F,N,67500,203760,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
100892,Cash loans,M,N,315000,312682.5,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
100893,Cash loans,F,N,90000,701730,Working,Higher education,Married,House / apartment,THURSDAY,School
100894,Cash loans,F,N,214650,1442952,Working,Higher education,Married,With parents,THURSDAY,Security Ministries
100895,Cash loans,F,N,135000,675000,Working,Higher education,Married,House / apartment,THURSDAY,Other
100896,Cash loans,F,N,112500,1006920,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government
100897,Cash loans,M,N,135000,550980,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Self-employed
100898,Cash loans,F,N,112500,497520,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
100899,Cash loans,F,N,67500,225000,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Trade: type 3
100900,Cash loans,F,N,67500,103855.5,Working,Higher education,Married,House / apartment,THURSDAY,Transport: type 2
100901,Cash loans,F,N,81000,76500,State servant,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Trade: type 7
100902,Cash loans,F,N,117000,770292,Pensioner,Secondary / secondary special,Widow,Municipal apartment,WEDNESDAY,XNA
100903,Cash loans,F,N,135000,574785,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Medicine
100904,Cash loans,F,N,45000,348264,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Business Entity Type 3
100905,Revolving loans,F,N,252000,180000,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Trade: type 3
100906,Cash loans,F,N,337500,814041,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 1
100907,Cash loans,F,Y,81000,490536,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Government
100908,Cash loans,F,N,225000,781920,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3
100909,Cash loans,F,N,135000,229500,Pensioner,Secondary / secondary special,Separated,House / apartment,THURSDAY,XNA
100911,Revolving loans,M,N,360000,270000,Commercial associate,Higher education,Single / not married,House / apartment,FRIDAY,Bank
100912,Cash loans,M,N,225000,254700,Commercial associate,Higher education,Married,House / apartment,SATURDAY,Business Entity Type 3
100914,Cash loans,M,Y,337500,900000,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Industry: type 9
100915,Cash loans,F,N,63000,284400,State servant,Secondary / secondary special,Married,House / apartment,MONDAY,Postal
100916,Cash loans,F,N,180000,403330.5,State servant,Higher education,Civil marriage,House / apartment,SATURDAY,School
100917,Cash loans,F,N,108000,760225.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Trade: type 7
100919,Cash loans,F,N,48600,229500,Pensioner,Secondary / secondary special,Married,House / apartment,MONDAY,XNA
100920,Cash loans,M,Y,112500,832500,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Transport: type 3
100921,Cash loans,F,N,112500,675000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Government
100922,Cash loans,F,N,90000,238500,Pensioner,Secondary / secondary special,Single / not married,Co-op apartment,TUESDAY,XNA
100923,Cash loans,F,Y,270000,284256,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Other
100924,Cash loans,M,N,202500,1317357,Working,Secondary / secondary special,Married,House / apartment,SUNDAY,Business Entity Type 3
100925,Cash loans,F,N,99000,1288350,State servant,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten
100926,Cash loans,F,N,90000,364896,Working,Secondary / secondary special,Separated,House / apartment,TUESDAY,Business Entity Type 3
100927,Cash loans,F,N,135000,1350000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Other
100928,Cash loans,M,Y,112500,95940,Working,Higher education,Married,House / apartment,SATURDAY,Postal
100929,Cash loans,F,N,81000,517500,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Kindergarten
100930,Cash loans,F,N,135000,607050,Commercial associate,Higher education,Married,House / apartment,FRIDAY,Services
100932,Cash loans,F,N,202500,675000,Working,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Business Entity Type 3
100933,Cash loans,F,Y,112500,162000,Working,Secondary / secondary special,Single / not married,House / apartment,SATURDAY,Business Entity Type 3
100934,Revolving loans,F,N,135000,180000,Working,Higher education,Civil marriage,House / apartment,THURSDAY,Self-employed
100935,Cash loans,M,Y,225000,644427,Commercial associate,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 2
100936,Cash loans,F,N,76500,390960,Pensioner,Secondary / secondary special,Widow,House / apartment,SATURDAY,XNA
100937,Cash loans,M,Y,270000,450000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100938,Cash loans,M,Y,112500,178213.5,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
100939,Cash loans,F,N,67500,673875,Working,Higher education,Married,House / apartment,FRIDAY,Medicine
100940,Cash loans,F,Y,54000,101880,State servant,Secondary / secondary special,Married,House / apartment,SUNDAY,Government
100941,Cash loans,F,N,180000,508495.5,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
100942,Cash loans,F,N,261000,503676,Working,Higher education,Married,House / apartment,SATURDAY,Kindergarten
100943,Cash loans,F,N,135000,189621,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Trade: type 3
100944,Cash loans,M,N,189000,1054935,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,School
100945,Cash loans,F,N,202500,1210500,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3
100946,Cash loans,M,N,112500,808650,Pensioner,Secondary / secondary special,Separated,House / apartment,FRIDAY,XNA
100947,Cash loans,M,Y,153000,380533.5,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Medicine
100948,Cash loans,M,Y,112500,337500,Pensioner,Secondary / secondary special,Married,House / apartment,FRIDAY,XNA
100949,Cash loans,F,N,315000,657886.5,Working,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,Business Entity Type 2
100950,Cash loans,F,N,157500,225000,Commercial associate,Higher education,Single / not married,House / apartment,MONDAY,Business Entity Type 3
100951,Cash loans,M,N,112500,224136,Working,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Business Entity Type 3
100954,Revolving loans,F,N,382500,585000,Working,Higher education,Single / not married,House / apartment,FRIDAY,Business Entity Type 2
100955,Cash loans,F,N,112500,101880,Pensioner,Lower secondary,Single / not married,House / apartment,FRIDAY,XNA
100956,Cash loans,F,N,157500,587623.5,State servant,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,Kindergarten
100957,Cash loans,F,Y,315000,927571.5,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,FRIDAY,Services
100958,Cash loans,F,Y,135000,533668.5,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 6
100959,Cash loans,F,Y,90000,225000,State servant,Higher education,Married,House / apartment,MONDAY,Other
100960,Cash loans,F,N,135000,343800,Working,Secondary / secondary special,Single / not married,House / apartment,WEDNESDAY,Restaurant
100961,Cash loans,M,N,81000,360000,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Industry: type 11
100962,Cash loans,F,Y,135000,787131,Commercial associate,Secondary / secondary special,Civil marriage,With parents,WEDNESDAY,Business Entity Type 3
100963,Cash loans,F,N,112500,1002456,Commercial associate,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Transport: type 4
100964,Cash loans,F,N,112500,327024,Working,Higher education,Married,House / apartment,FRIDAY,Medicine
100966,Cash loans,F,N,63000,47970,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Self-employed
100967,Cash loans,M,Y,283500,1149210,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Business Entity Type 3
100968,Cash loans,F,Y,90000,1035832.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
100969,Cash loans,F,N,216000,485640,Commercial associate,Secondary / secondary special,Single / not married,With parents,TUESDAY,Business Entity Type 3
100971,Cash loans,F,Y,180000,948582,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,MONDAY,Self-employed
100972,Cash loans,F,N,202500,1264428,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Business Entity Type 3
100973,Cash loans,F,N,202500,970380,State servant,Secondary / secondary special,Married,House / apartment,THURSDAY,Other
100974,Cash loans,F,N,135000,219042,Pensioner,Higher education,Widow,House / apartment,FRIDAY,XNA
100975,Revolving loans,F,Y,157500,225000,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Self-employed
100976,Cash loans,F,Y,126000,1008117,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 3
100977,Cash loans,F,Y,90000,900000,Pensioner,Secondary / secondary special,Married,House / apartment,SATURDAY,XNA
100978,Cash loans,F,Y,67500,508495.5,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
100979,Revolving loans,F,N,157500,450000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Trade: type 7
100980,Cash loans,F,N,81000,81000,Working,Secondary / secondary special,Single / not married,House / apartment,SUNDAY,Trade: type 3
100981,Cash loans,F,N,67500,312768,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,TUESDAY,XNA
100985,Cash loans,M,Y,225000,1574532,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Business Entity Type 3
100986,Cash loans,M,Y,180000,640080,Working,Secondary / secondary special,Married,House / apartment,MONDAY,Self-employed
100988,Cash loans,M,Y,180000,1350000,Working,Higher education,Single / not married,House / apartment,MONDAY,Business Entity Type 3
100989,Cash loans,F,Y,112500,143910,Working,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Self-employed
100990,Cash loans,M,N,157500,862560,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Medicine
100991,Cash loans,M,N,117000,474048,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Business Entity Type 3
100992,Cash loans,M,N,135000,203760,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 3
100993,Cash loans,F,N,67500,765000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Business Entity Type 2
100994,Cash loans,F,N,112500,888840,Working,Secondary / secondary special,Single / not married,Municipal apartment,SUNDAY,Business Entity Type 3
100995,Cash loans,F,Y,157500,450000,Working,Higher education,Single / not married,House / apartment,MONDAY,Business Entity Type 3
100996,Cash loans,F,N,94500,675000,State servant,Higher education,Married,House / apartment,WEDNESDAY,Other
100999,Cash loans,M,Y,450000,2125953,Commercial associate,Higher education,Single / not married,With parents,FRIDAY,Business Entity Type 1
101000,Cash loans,M,N,157500,592560,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Self-employed
101001,Cash loans,F,N,157500,1024740,Commercial associate,Secondary / secondary special,Married,Municipal apartment,THURSDAY,Self-employed
101003,Cash loans,M,Y,247500,407745,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 1
101004,Cash loans,F,Y,112500,1215000,Commercial associate,Secondary / secondary special,Married,House / apartment,THURSDAY,Postal
101006,Revolving loans,F,N,180000,540000,Pensioner,Secondary / secondary special,Single / not married,House / apartment,FRIDAY,XNA
101007,Cash loans,F,Y,202500,728460,Working,Higher education,Separated,House / apartment,SUNDAY,Business Entity Type 3
101009,Cash loans,F,N,90000,239850,Commercial associate,Incomplete higher,Single / not married,House / apartment,WEDNESDAY,Self-employed
101010,Cash loans,F,N,67500,381528,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 1
101011,Cash loans,F,N,112500,900000,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
101012,Cash loans,F,N,112500,755190,Commercial associate,Secondary / secondary special,Married,House / apartment,TUESDAY,Business Entity Type 3
101013,Cash loans,M,Y,202500,518562,Working,Higher education,Married,House / apartment,FRIDAY,Self-employed
101014,Cash loans,F,Y,225000,1002870,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 2
101015,Cash loans,F,N,121500,755190,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Other
101016,Cash loans,M,Y,315000,1546020,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Self-employed
101017,Revolving loans,F,Y,135000,135000,Pensioner,Secondary / secondary special,Married,House / apartment,TUESDAY,XNA
101018,Cash loans,M,Y,238500,834048,Working,Higher education,Married,House / apartment,MONDAY,School
101019,Cash loans,F,N,382500,720000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Transport: type 2
101022,Cash loans,F,N,112500,675000,Pensioner,Secondary / secondary special,Widow,House / apartment,WEDNESDAY,XNA
101023,Cash loans,M,Y,180000,640080,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Other
101027,Cash loans,M,Y,135000,545040,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Self-employed
101028,Cash loans,F,N,112500,886500,Commercial associate,Higher education,Married,House / apartment,MONDAY,Self-employed
101029,Revolving loans,M,Y,315000,675000,Working,Higher education,Married,House / apartment,THURSDAY,Self-employed
101030,Cash loans,F,Y,67500,900000,Working,Higher education,Married,House / apartment,TUESDAY,Services
101032,Cash loans,F,N,195750,704844,Working,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Government
101033,Cash loans,F,N,99000,942300,Commercial associate,Secondary / secondary special,Widow,House / apartment,FRIDAY,Trade: type 6
101034,Cash loans,F,Y,112500,664299,Commercial associate,Incomplete higher,Married,House / apartment,MONDAY,Trade: type 2
101035,Cash loans,F,N,67500,90000,Pensioner,Secondary / secondary special,Separated,House / apartment,SUNDAY,XNA
101036,Cash loans,M,N,225000,474048,Working,Secondary / secondary special,Single / not married,House / apartment,MONDAY,Business Entity Type 3
101037,Cash loans,F,N,247500,747000,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
101038,Cash loans,M,Y,180000,675000,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Transport: type 4
101039,Cash loans,F,Y,315000,1024740,Commercial associate,Higher education,Married,House / apartment,MONDAY,Business Entity Type 3
101040,Cash loans,M,Y,157500,635962.5,Pensioner,Secondary / secondary special,Married,House / apartment,THURSDAY,XNA
101042,Cash loans,F,N,81000,521280,Working,Higher education,Married,House / apartment,WEDNESDAY,Business Entity Type 3
101043,Cash loans,F,N,94500,74182.5,Pensioner,Secondary / secondary special,Widow,House / apartment,TUESDAY,XNA
101044,Cash loans,F,N,157500,1097676,Working,Secondary / secondary special,Married,House / apartment,TUESDAY,Industry: type 5
101045,Revolving loans,F,Y,67500,180000,Working,Secondary / secondary special,Civil marriage,House / apartment,SUNDAY,Business Entity Type 3
101046,Revolving loans,F,N,112500,337500,Working,Secondary / secondary special,Married,House / apartment,FRIDAY,Construction
101047,Cash loans,F,Y,94500,284400,Working,Higher education,Single / not married,House / apartment,FRIDAY,Medicine
101048,Cash loans,M,Y,202500,1029681,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Construction
101049,Cash loans,M,Y,99000,104256,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Government
101050,Cash loans,F,N,157500,1185282,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Medicine
101052,Revolving loans,F,N,135000,180000,Working,Higher education,Single / not married,House / apartment,WEDNESDAY,Construction
101053,Cash loans,F,N,135000,254700,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 2
101054,Cash loans,F,N,112500,454500,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Business Entity Type 1
101058,Cash loans,F,N,90000,900000,Working,Secondary / secondary special,Married,With parents,MONDAY,Medicine
101059,Cash loans,M,Y,225000,454500,Working,Higher education,Married,House / apartment,TUESDAY,Industry: type 9
101060,Cash loans,M,N,270000,1546020,Working,Higher education,Married,Municipal apartment,MONDAY,Business Entity Type 3
101061,Cash loans,F,N,162000,284400,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Government
101062,Cash loans,F,Y,135000,206271,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Self-employed
101063,Cash loans,M,Y,202500,755190,Working,Secondary / secondary special,Civil marriage,House / apartment,THURSDAY,Industry: type 1
101065,Cash loans,M,Y,121500,370629,Working,Secondary / secondary special,Single / not married,Municipal apartment,FRIDAY,Business Entity Type 3
101066,Cash loans,F,N,112500,405000,Working,Higher education,Married,House / apartment,SUNDAY,School
101067,Cash loans,F,Y,225000,450000,Working,Higher education,Married,House / apartment,TUESDAY,Self-employed
101068,Cash loans,F,Y,67500,900000,Working,Secondary / secondary special,Married,House / apartment,SATURDAY,Industry: type 7
101069,Cash loans,M,Y,225000,679500,Working,Secondary / secondary special,Married,House / apartment,WEDNESDAY,Trade: type 7
101070,Cash loans,M,Y,157500,1125000,Working,Higher education,Married,House / apartment,THURSDAY,Transport: type 3
101071,Cash loans,M,Y,135000,414792,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,WEDNESDAY,Self-employed
101072,Cash loans,F,N,180000,945000,Working,Higher education,Single / not married,House / apartment,FRIDAY,Government
101073,Cash loans,F,Y,540000,485640,Working,Secondary / secondary special,Married,House / apartment,THURSDAY,Trade: type 3
101074,Cash loans,M,Y,173250,765261,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,THURSDAY,Business Entity Type 3
101075,Cash loans,F,N,121500,533668.5,Working,Secondary / secondary special,Single / not married,House / apartment,TUESDAY,Self-employed
101076,Cash loans,F,N,126000,324216,Working,Secondary / secondary special,Widow,House / apartment,TUESDAY,Business Entity Type 3
101077,Cash loans,M,Y,202500,720000,Commercial associate,Higher education,Married,House / apartment,THURSDAY,Business Entity Type 3
