prev_id,curr_id,contract,amount,credit,down_payment,start_day,purpose,contract_status,payment_type,reject_reason,client,product_type,channel ,yield_group
2098066,100169,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2234740,100169,Revolving loans,405000,405000,,THURSDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
2786552,100169,Cash loans,0,0,,TUESDAY,XNA,Refused,XNA,HC,Repeater,XNA,Credit and cash offices,XNA
1711086,100169,Cash loans,1008000,1125090,,THURSDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,low_normal
2359036,100169,Cash loans,0,0,,WEDNESDAY,XNA,Refused,XNA,HC,Repeater,XNA,Credit and cash offices,XNA
1534778,100169,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2274942,100170,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1122912,100170,Cash loans,67500,82611,,FRIDAY,Everyday expenses,Refused,XNA,HC,Repeater,walk-in,Credit and cash offices,high
1918103,100170,Revolving loans,0,0,,FRIDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2677631,100170,Revolving loans,0,0,,THURSDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1449502,100170,Cash loans,45000,54580.5,,THURSDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
2843752,100170,Revolving loans,0,0,,TUESDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2720474,100170,Cash loans,49500,67086,,FRIDAY,Everyday expenses,Approved,Cash through the bank,XAP,Repeater,walk-in,Credit and cash offices,high
1693933,100170,Cash loans,94500,106974,0,MONDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
1042636,100170,Cash loans,1125000,1125000,,WEDNESDAY,XNA,Refused,Cash through the bank,LIMIT,Repeater,walk-in,Credit and cash offices,low_action
2194632,100170,Cash loans,58500,70947,,MONDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
1517408,100171,Consumer loans,43870.5,43870.5,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Regional / Local,high
2396618,100172,Consumer loans,30055.5,33228,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Regional / Local,middle
1224679,100173,Consumer loans,75195,67675.5,7519.5,FRIDAY,XAP,Approved,Non-cash from your account,XAP,Repeater,XNA,Stone,low_normal
2445982,100173,Revolving loans,0,90000,,SATURDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Contact center,XNA
1298633,100174,Consumer loans,138483,96934.5,41548.5,SATURDAY,XAP,Approved,XNA,XAP,New,XNA,Stone,middle
2095157,100175,Consumer loans,31005,25929,6300,SATURDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,high
1314866,100176,Cash loans,202500,202500,0,TUESDAY,XNA,Approved,XNA,XAP,Repeater,x-sell,Country-wide,middle
2392376,100178,Revolving loans,135000,135000,,WEDNESDAY,XAP,Refused,XNA,HC,Refreshed,walk-in,Credit and cash offices,XNA
2291265,100178,Consumer loans,124200,142645.5,0,TUESDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,middle
2805631,100178,Consumer loans,53550,37485,16065,SATURDAY,XAP,Approved,Cash through the bank,XAP,Refreshed,XNA,Stone,middle
1858936,100178,Revolving loans,540000,540000,,WEDNESDAY,XAP,Refused,XNA,HC,Refreshed,walk-in,Credit and cash offices,XNA
2682447,100179,Cash loans,675000,709749,,WEDNESDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
1822653,100179,Cash loans,292500,308331,,FRIDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
1166870,100179,Cash loans,0,0,,WEDNESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2557254,100179,Consumer loans,121495.5,113341.5,13500,TUESDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Regional / Local,high
1496518,100180,Cash loans,450000,491580,,SATURDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
1097447,100181,Cash loans,0,0,,FRIDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1335039,100181,Cash loans,675000,790830,,FRIDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,low_action
1427327,100181,Cash loans,0,0,,FRIDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2695316,100181,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1092385,100181,Cash loans,135000,135000,,SUNDAY,XNA,Approved,Cash through the bank,XAP,Repeater,walk-in,AP+ (Cash loan),high
1260110,100182,Cash loans,234000,331623,,WEDNESDAY,XNA,Approved,Cash through the bank,XAP,Refreshed,x-sell,Credit and cash offices,low_normal
2417945,100182,Cash loans,0,0,,WEDNESDAY,XNA,Canceled,XNA,XAP,Refreshed,XNA,Credit and cash offices,XNA
1306660,100182,Consumer loans,14953.5,13171.5,2970,WEDNESDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,high
1099954,100183,Consumer loans,53910,52524,5391,THURSDAY,XAP,Approved,XNA,XAP,Refreshed,XNA,Stone,low_normal
1803662,100184,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1063315,100184,Cash loans,454500,544491,,TUESDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,Credit and cash offices,low_normal
1955230,100184,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1930258,100184,Cash loans,0,0,,FRIDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1774072,100184,Cash loans,477000,571446,,TUESDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,Credit and cash offices,low_normal
2664783,100184,Revolving loans,0,0,,FRIDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2623262,100185,Cash loans,135000,135000,,TUESDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,middle
1874307,100185,Consumer loans,28332,30015,0,MONDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
2221646,100185,Cash loans,135000,135000,,THURSDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,middle
1044450,100185,Cash loans,1129500,1195101,,WEDNESDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,low_normal
1687286,100186,Consumer loans,98955,97870.5,9900,FRIDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Stone,middle
2246830,100187,Consumer loans,206982,206982,0,MONDAY,XAP,Approved,XNA,XAP,Repeater,XNA,Country-wide,middle
1394881,100187,Revolving loans,90000,90000,,TUESDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
1303247,100188,Revolving loans,0,0,,SATURDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2198684,100188,Revolving loans,675000,675000,,SATURDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
1646649,100188,Consumer loans,737100,769207.5,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,low_action
1348819,100189,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1664231,100189,Consumer loans,171000,171000,0,THURSDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,middle
1221431,100189,Cash loans,274500,319068,,THURSDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,low_normal
2430397,100190,Cash loans,112500,119925,0,TUESDAY,XNA,Approved,Cashless from the account of the employer,XAP,Repeater,x-sell,Credit and cash offices,high
2646236,100190,Cash loans,135000,162778.5,0,WEDNESDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,middle
1444758,100190,Cash loans,112500,136687.5,0,THURSDAY,XNA,Approved,Cash through the bank,XAP,Repeater,walk-in,Credit and cash offices,high
2452267,100190,Cash loans,315000,349096.5,,SUNDAY,XNA,Refused,XNA,LIMIT,Repeater,walk-in,Credit and cash offices,high
1782392,100190,Cash loans,157500,192762,,MONDAY,XNA,Approved,Cash through the bank,XAP,Repeater,walk-in,Credit and cash offices,high
2342139,100190,Revolving loans,0,427500,,SATURDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
2830090,100191,Consumer loans,43155,38655,4500,TUESDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
1062042,100191,Cash loans,360000,401580,,TUESDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Country-wide,middle
2397599,100191,Consumer loans,45405,36324,9081,SUNDAY,XAP,Approved,XNA,XAP,Refreshed,XNA,Stone,middle
1627035,100193,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1072026,100193,Cash loans,0,0,,FRIDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2336495,100193,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Country-wide,XNA
1013934,100193,Cash loans,0,0,,THURSDAY,XNA,Refused,XNA,HC,Repeater,XNA,Credit and cash offices,XNA
2467160,100193,Consumer loans,55957.5,61866,0,FRIDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,middle
1291432,100193,Cash loans,0,0,,SATURDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2480245,100193,Consumer loans,130045.5,130045.5,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,low_normal
1566961,100193,Cash loans,225000,288567,,TUESDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,Credit and cash offices,low_normal
2601979,100193,Cash loans,0,0,,MONDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2704631,100194,Consumer loans,74092.5,74092.5,0,FRIDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,middle
1470165,100194,Consumer loans,159682.5,173385,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Regional / Local,middle
1231885,100194,Consumer loans,166500,149850,16650,WEDNESDAY,XAP,Approved,Cash through the bank,XAP,Refreshed,XNA,Stone,middle
2041118,100194,Cash loans,450000,545040,,FRIDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,AP+ (Cash loan),low_normal
2489771,100196,Cash loans,0,0,,WEDNESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1679543,100196,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1135368,100196,Consumer loans,24970.5,24970.5,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,low_action
1557906,100196,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1864260,100196,Cash loans,225000,239850,,THURSDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,middle
2626358,100196,Cash loans,0,0,,WEDNESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2396086,100197,Cash loans,202500,226498.5,,MONDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,low_normal
1913824,100197,Cash loans,0,0,,MONDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2673819,100197,Cash loans,90000,104256,,FRIDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,high
2543742,100197,Cash loans,0,0,,SATURDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1911320,100197,Revolving loans,270000,270000,,SATURDAY,XAP,Approved,XNA,XAP,Repeater,walk-in,Credit and cash offices,XNA
2071960,100197,Cash loans,450000,592560,,THURSDAY,XNA,Canceled,Cash through the bank,XAP,Repeater,x-sell,Contact center,middle
1791854,100197,Cash loans,1129500,1260702,,MONDAY,XNA,Refused,Cash through the bank,XNA,Repeater,x-sell,Credit and cash offices,low_action
2213913,100197,Consumer loans,17626.5,16564.5,1062,WEDNESDAY,XAP,Refused,Cash through the bank,SCO,Repeater,XNA,Country-wide,low_normal
2749476,100197,Cash loans,135000,143910,,TUESDAY,XNA,Approved,Cash through the bank,XAP,Refreshed,x-sell,Credit and cash offices,high
1611619,100198,Consumer loans,18855,21438,1885.5,FRIDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Country-wide,high
1827563,100198,Consumer loans,17055,17055,0,TUESDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Country-wide,high
1017421,100198,Revolving loans,58005,54000,5800.5,SATURDAY,XAP,Approved,XNA,XAP,New,x-sell,Country-wide,XNA
2043381,100200,Cash loans,225000,225000,,WEDNESDAY,XNA,Approved,XNA,XAP,Repeater,x-sell,Contact center,middle
2185752,100200,Consumer loans,133650,138145.5,13365,MONDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Regional / Local,middle
2770969,100200,Consumer loans,133650,160114.5,0,MONDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Regional / Local,high
2227969,100201,Consumer loans,38610,29610,9000,THURSDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
1032794,100201,Consumer loans,31635,28440,3195,FRIDAY,XAP,Approved,XNA,XAP,Repeater,XNA,Country-wide,high
1772300,100201,Consumer loans,44955,40455,4500,WEDNESDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
1571677,100201,Cash loans,0,0,,MONDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1014304,100201,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2499568,100201,Consumer loans,67410,53910,13500,FRIDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Stone,high
2316544,100201,Consumer loans,87705,78705,9000,WEDNESDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Country-wide,high
2732027,100201,Cash loans,0,0,,FRIDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1195805,100201,Cash loans,1260000,1609272,,TUESDAY,Other,Refused,Cash through the bank,HC,Repeater,walk-in,Credit and cash offices,low_normal
1510963,100201,Consumer loans,111591.9,98091,13500.9,TUESDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Stone,middle
1113902,100202,Cash loans,0,0,,FRIDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1552740,100202,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2019403,100202,Cash loans,0,0,,THURSDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2070937,100202,Consumer loans,26775,24097.5,2677.5,WEDNESDAY,XAP,Approved,XNA,XAP,New,XNA,Regional / Local,low_normal
2063756,100202,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2254106,100204,Consumer loans,144868.5,141853.5,14490,THURSDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Regional / Local,middle
2094060,100205,Cash loans,180000,215640,,WEDNESDAY,XNA,Refused,Cash through the bank,HC,Repeater,walk-in,Country-wide,high
1144340,100206,Cash loans,1350000,1350000,,THURSDAY,XNA,Refused,Cash through the bank,SCO,Repeater,walk-in,Credit and cash offices,low_action
2466590,100206,Cash loans,1350000,1350000,,MONDAY,XNA,Approved,Cash through the bank,XAP,Refreshed,walk-in,Credit and cash offices,low_normal
1953093,100206,Consumer loans,81720,65376,16344,MONDAY,XAP,Refused,Cash through the bank,HC,Repeater,XNA,Country-wide,middle
2624217,100206,Consumer loans,71451,69966,7146,FRIDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Country-wide,high
1999386,100206,Consumer loans,84150,75735,8415,MONDAY,XAP,Approved,XNA,XAP,New,XNA,Stone,low_normal
1210092,100206,Consumer loans,155241,163692,15525,TUESDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,middle
2498265,100206,Consumer loans,81720,81720,0,MONDAY,XAP,Refused,Cash through the bank,HC,Repeater,XNA,Country-wide,high
2319339,100206,Consumer loans,29587.5,29263.5,2961,MONDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Stone,high
2528247,100206,Consumer loans,112500,112500,0,SUNDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Stone,middle
2629920,100207,Cash loans,45000,45000,0,SATURDAY,XNA,Approved,Cash through the bank,XAP,Repeater,walk-in,Credit and cash offices,high
1310719,100209,Consumer loans,85810.5,75897,17163,TUESDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,high
2464738,100210,Consumer loans,32400,35608.5,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
2267813,100210,Consumer loans,36850.5,36850.5,0,THURSDAY,XAP,Unused offer,Cash through the bank,CLIENT,Repeater,XNA,Country-wide,XNA
1652016,100211,Consumer loans,262296,296919,0,MONDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Regional / Local,low_action
1728061,100212,Consumer loans,58455,58626,5845.5,WEDNESDAY,XAP,Approved,XNA,XAP,Repeater,XNA,Regional / Local,middle
2489479,100212,Cash loans,0,0,,SATURDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Contact center,XNA
1933790,100212,Consumer loans,59355,63567,6295.5,MONDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,low_action
1056945,100213,Cash loans,45000,45000,0,FRIDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Country-wide,high
1051827,100214,Consumer loans,36760.5,36360,3676.5,SUNDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
1246714,100215,Cash loans,0,0,,WEDNESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2247379,100215,Consumer loans,27396,23809.5,5400,SUNDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,high
2104672,100217,Consumer loans,38385,38920.5,3838.5,FRIDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,middle
1082231,100217,Consumer loans,101160,88938,20232,TUESDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,middle
1804885,100217,Cash loans,0,0,,WEDNESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1824379,100217,Revolving loans,0,720000,,WEDNESDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
1374221,100217,Consumer loans,97789.5,107469,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Regional / Local,low_action
1727561,100218,Revolving loans,720000,720000,,TUESDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
1619922,100218,Consumer loans,51826.5,46642.5,5184,MONDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,middle
1694303,100218,Cash loans,0,0,,SATURDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2531285,100218,Revolving loans,0,0,,TUESDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1709189,100219,Cash loans,0,0,,MONDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1592321,100219,Cash loans,180000,180000,,WEDNESDAY,XNA,Approved,Cash through the bank,XAP,New,walk-in,Regional / Local,low_normal
2772902,100220,Consumer loans,108513,113886,0,THURSDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Regional / Local,middle
2760890,100220,Consumer loans,89253,93672,0,TUESDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Stone,low_normal
2611811,100221,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2169878,100221,Cash loans,904500,930766.5,,SATURDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,Credit and cash offices,low_normal
2366535,100221,Consumer loans,44955,43159.5,4495.5,TUESDAY,XAP,Approved,XNA,XAP,Repeater,XNA,Country-wide,high
1803573,100221,Cash loans,607500,655614,,MONDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,Credit and cash offices,high
2087706,100221,Revolving loans,90000,90000,,TUESDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
1246897,100221,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2750701,100221,Revolving loans,0,0,,TUESDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2087914,100221,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1147782,100222,Cash loans,0,0,,MONDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1806609,100222,Consumer loans,360000,395640,0,TUESDAY,XAP,Refused,Cash through the bank,XNA,New,XNA,Stone,low_normal
1930676,100223,Cash loans,472500,472500,,TUESDAY,XNA,Approved,XNA,XAP,Repeater,x-sell,Contact center,high
1012420,100223,Consumer loans,76455,76455,0,MONDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
2600002,100223,Cash loans,148500,179577,,TUESDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,middle
1090132,100223,Cash loans,585000,681507,,MONDAY,XNA,Refused,Cash through the bank,HC,Repeater,x-sell,Credit and cash offices,low_normal
2842218,100223,Consumer loans,31005,30667.5,3100.5,MONDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,high
1052614,100224,Consumer loans,61150.5,69223.5,0,SUNDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,low_normal
1785830,100224,Consumer loans,61605,60772.5,3699,THURSDAY,XAP,Refused,Cash through the bank,SCO,Repeater,XNA,Stone,low_normal
1708078,100225,Consumer loans,56457,56457,0,SATURDAY,XAP,Unused offer,Cash through the bank,CLIENT,Repeater,XNA,Country-wide,XNA
2727766,100225,Consumer loans,56457,58045.5,2835,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,middle
2804879,100225,Cash loans,90000,95940,,MONDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,middle
2070251,100226,Consumer loans,95395.5,72009,27000,SUNDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,middle
1226553,100226,Consumer loans,132808.5,147757.5,0,MONDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,low_action
1226551,100226,Revolving loans,450000,450000,,SUNDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Country-wide,XNA
1439234,100227,Consumer loans,53352,42678,10674,FRIDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Country-wide,middle
1677036,100227,Consumer loans,64750.5,64750.5,0,TUESDAY,XAP,Unused offer,Cash through the bank,CLIENT,Repeater,XNA,Country-wide,XNA
2720769,100227,Consumer loans,53352,53352,0,FRIDAY,XAP,Unused offer,Cash through the bank,CLIENT,New,XNA,Country-wide,XNA
1492761,100228,Cash loans,45000,46485,0,SATURDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Country-wide,high
1302834,100229,Consumer loans,31860,28674,3186,SATURDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
2797006,100229,Revolving loans,45000,45000,,SATURDAY,XAP,Approved,XNA,XAP,Refreshed,walk-in,Stone,XNA
2251207,100229,Consumer loans,18189,20349,0,SATURDAY,XAP,Approved,XNA,XAP,Refreshed,XNA,Stone,middle
1942866,100230,Cash loans,0,0,,MONDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,AP+ (Cash loan),XNA
1841518,100230,Consumer loans,208120.5,241087.5,0,FRIDAY,XAP,Refused,Cash through the bank,SCO,Repeater,XNA,Country-wide,low_action
1480238,100230,Consumer loans,214362,208674,21438,SUNDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,low_action
1511229,100230,Consumer loans,91786.5,101479.5,0,SUNDAY,XAP,Refused,Cash through the bank,LIMIT,Repeater,XNA,Country-wide,middle
2085296,100230,Consumer loans,81918,73723.5,8194.5,FRIDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,middle
2592136,100231,Revolving loans,0,0,,THURSDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1363205,100231,Consumer loans,102762,113616,0,SATURDAY,XAP,Approved,Cash through the bank,XAP,Refreshed,XNA,Country-wide,low_action
1067484,100231,Revolving loans,247500,247500,,THURSDAY,XAP,Approved,XNA,XAP,Repeater,x-sell,Credit and cash offices,XNA
2185126,100232,Cash loans,0,0,,TUESDAY,XNA,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1931957,100232,Consumer loans,144135,127485,28827,SATURDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,middle
1512419,100233,Revolving loans,0,0,,FRIDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1795832,100233,Revolving loans,0,0,,FRIDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1538891,100233,Consumer loans,30550.5,35388,0,MONDAY,XAP,Approved,Cash through the bank,XAP,Repeater,XNA,Country-wide,high
1865290,100233,Cash loans,135000,174118.5,,MONDAY,XNA,Approved,Cash through the bank,XAP,Repeater,x-sell,Credit and cash offices,low_normal
2739426,100233,Revolving loans,0,0,,TUESDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
2517693,100233,Cash loans,270000,354753,,SUNDAY,XNA,Approved,Cash through the bank,XAP,Refreshed,x-sell,Credit and cash offices,middle
1046103,100233,Consumer loans,20349,19782,2349,THURSDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Stone,high
2630901,100234,Consumer loans,111465,135004.5,0,SUNDAY,XAP,Approved,Cash through the bank,XAP,New,XNA,Regional / Local,middle
2336736,100235,Revolving loans,180000,180000,,FRIDAY,XAP,Refused,XNA,HC,Repeater,walk-in,Credit and cash offices,XNA
1902350,100235,Revolving loans,0,0,,THURSDAY,XAP,Canceled,XNA,XAP,Repeater,XNA,Credit and cash offices,XNA
1281314,100235,Revolving loans,45000,45000,,THURSDAY,XAP,Approved,XNA,XAP,Repeater,walk-in,Credit and cash offices,XNA
1441262,100235,Cash loans,0,0,,THURSDAY,XNA,Refused,XNA,SCOFR,Repeater,XNA,Credit and cash offices,XNA
2529773,100235,Cash loans,0,0,,TUESDAY,XNA,Refused,XNA,SCOFR,Repeater,XNA,Credit and cash offices,XNA
